state_index,seqid,band,intra_seqnum,extra_seqnum,intra_focus_mm,extra_focus_mm,group_id,pointing_twin_seqid,rtp_deg,ra_deg,dec_deg,mjd,altitude_deg,azimuth_deg,zenith_deg,airmass,seeing,dof_norm,dof_stratum,alt_stratum,rtp_stratum,n_detectors,detector_ids,detector_names,author_config,author_config_sha256,dof_json,source_block
10,1225,i,21,22,-1.5,1.5,2027-08-30T03:20:32.496,7225,-71.877099,314.245536,2.783348,61647.139265,56.755664,354.736541,33.244336,1.194679,0.775556,0.347635,1,2,0,21,2;13;23;29;38;51;55;69;75;83;94;101;113;124;126;136;151;161;162;176;184,R01_S02;R02_S11;R03_S12;R10_S02;R11_S02;R12_S20;R13_S01;R14_S20;R20_S10;R21_S02;R22_S11;R23_S02;R24_S12;R30_S21;R31_S00;R32_S01;R33_S21;R34_S22;R41_S00;R42_S12;R43_S11,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1225/1225.yaml,365aedcaee5e5bc3ce3b05e7d4a319d7f3dc514af508a9b7de587f5b0c61f4b4,"[0.0374890634179755,-0.0252755627590993,0.0320607523274201,-0.0521460497437345,0.036508173692763,-0.0285104315935209,-0.0338373343738093,0.0168878040424635,-0.0460793582788617,-0.031841436053331,-0.0448490433832701,0.1059285892653908,0.0643362173940044,0.0371226651279046,0.0321561062414556,0.0010754582895803,0.0052819543009019,0.0107058806091484,0.030910835589586,0.1077598375211193,-0.0026196397024412,0.0487525812598707,0.0130159738793852,-0.0310759831946914,-0.0179219909376075,0.0019015969086283,-0.0408521548236134,0.078584432007648,-0.0087826819925308,0.0208855760043047,0.0323700721001993,-0.0384123789766882,0.0338323006626675,-0.0526154081338415,-0.1608543570153331,0.0086919257509142,-0.0740749907145137,0.0083885434968526,-0.0026272410309194,0.0501900150940753,-0.0270733351697345,0.0401102418112494,-0.0281649152422649,0.0507273745545972,-0.0350670157966769,0.0350959658733113,0.0181998815941109,0.0022054873126706,-0.1069810324004305,-0.0568263775419461]",carried_from_v1
11,1569,i,23,24,-1.5,1.5,2033-01-11T07:51:13.363,7569,31.478506,178.983705,7.315536,63608.327238,47.454562,32.064062,42.545438,1.357299,0.57087,0.776271,1,1,3,21,0;13;18;29;36;49;56;70;74;81;94;104;113;124;127;140;152;155;169;177;180,R01_S00;R02_S11;R03_S00;R10_S02;R11_S00;R12_S11;R13_S02;R14_S21;R20_S02;R21_S00;R22_S11;R23_S12;R24_S12;R30_S21;R31_S01;R32_S12;R33_S22;R34_S02;R41_S21;R42_S20;R43_S00,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1569/1569.yaml,fcb1ecb3b4c019bec57f5c3a598b9b7a8bb8a8f4b28e01d7fdb4803a9eea7708,"[0.0617074126806397,-0.0161112818194633,0.1170638037263639,0.1473877258351288,0.0808031076701465,-0.0098563861284903,0.0495578845877952,0.0178918273615008,0.1283411700487676,-0.0464212152820559,0.0424011062559349,-0.0892470779900711,0.4417273193926547,0.0214357172764145,0.0860930649965806,-0.0281497489302912,-0.0222935441603586,0.0183588359811415,-0.1019750315926825,-0.0562958386941625,-0.0631200416809457,0.0189416838089972,0.0082255497665552,-0.0207594245523034,-0.0575964955447492,-0.0575588983147746,0.0237801606006202,-0.0063382483979377,-0.006687544022049,-0.1018058930984066,0.0274923965082845,-0.019468913797998,0.0934266104608059,0.0454844885899354,-0.2968982593330775,0.111624884717537,-0.2516300484752943,-0.0599907619836338,-0.068314485581761,-0.0036025337722645,0.041245838040066,0.0060590758389665,0.0233542981249508,-0.0169410104166094,0.0033581357382886,-0.0033071356961157,0.0020052092400632,-0.2953837024068069,-0.0495339307411504,-0.0905315104021479]",carried_from_v1
12,1657,i,25,26,-1.5,1.5,2026-07-06T06:42:13.162,7657,47.272354,1.302223,-32.138846,61227.279319,49.577729,105.140094,40.422271,1.308061,0.798722,0.306832,0,1,3,21,8;9;18;32;39;53;62;66;72;87;90;107;111;118;133;143;149;156;162;174;185,R01_S22;R02_S00;R03_S00;R10_S12;R11_S10;R12_S22;R13_S22;R14_S10;R20_S00;R21_S20;R22_S00;R23_S22;R24_S10;R30_S01;R31_S21;R32_S22;R33_S12;R34_S10;R41_S00;R42_S10;R43_S12,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1657/1657.yaml,3ddaf89eaf3c8ef5019082954ec3e0a5af204fc45cc4861849f49a511c5a7323,"[0.0555294352712088,0.0367729109398512,0.0173608237751613,-0.0149062142957798,0.0049850812065406,0.0090604422967835,0.0009587706533805,0.0010002356320223,-0.0111012684836539,-0.0041613746270769,-0.1145198697064474,0.0020195615816806,0.0496128515532808,-0.0380683119726221,0.0131767721064065,-0.0582123830665326,-0.0480670090881029,0.0143323361219229,0.0587555800014076,0.0464013035544432,-0.0389780354695967,0.0102780587711287,-0.0122671402059086,-0.0103564701567101,-0.0040633926355039,0.0835275259569113,0.0536168749414002,-0.1111791955368698,-0.0275777575596737,0.04801253445574,-0.002701677552546,-0.0397162073142755,0.0279825663218417,-0.0142256747643105,-0.0047588643358147,0.0876973886073262,0.0054626036140931,-0.0228708246000993,0.0244598805199523,-0.0344863579284758,0.0664030460977936,0.0117880482644451,0.0472720114987305,-0.0290559585285724,0.031667810512064,0.0005550935501657,-0.0087956352455038,0.056061033958912,0.0146206303549627,-0.0914251845300618]",carried_from_v1
13,1835,i,27,28,-1.5,1.5,2033-05-29T22:53:45.341,7835,44.634019,204.71229,-24.090322,63746.953997,50.063012,92.556429,39.936988,1.298126,0.983742,0.902842,2,1,4,21,5;11;19;34;42;45;62;65;79;89;90;101;111;117;130;142;145;160;164;173;181,R01_S12;R02_S02;R03_S01;R10_S21;R11_S20;R12_S00;R13_S22;R14_S02;R20_S21;R21_S22;R22_S00;R23_S02;R24_S10;R30_S00;R31_S11;R32_S21;R33_S01;R34_S21;R41_S02;R42_S02;R43_S01,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1835/1835.yaml,1d462077d8317eed5e07144f0b85e0eb78dcc2f8a19f445ed171f23b36075779,"[0.0602459603436325,0.0087667784798712,-0.1171148053106148,0.2115291252689773,0.0039175205810567,0.1343509829099036,-0.0891083023616966,-0.0917414732778538,0.1972877932396184,0.0352837457117966,-0.357734108411209,0.0790789201000048,0.2626779773199793,0.0244954435531838,-0.0352889529989633,0.339585074543321,-0.1736272731585889,0.1522634842091571,0.0448849916511649,-0.0325786748092637,0.1204279631714736,-0.1487839704241748,-0.0520067823523037,0.0770980622097802,0.1729942536991563,-0.0671981808966616,0.0355306854790672,0.062788397532331,0.0177430496075918,0.1200533265069462,0.2625612910916319,0.0215951987035464,-0.1117068788590547,-0.0739616486021983,0.1630480602834029,0.0829499456289118,0.1473617771276366,0.010278545126238,-0.0502476423717159,0.1039323270870491,0.0715448367520936,-0.0798384329274342,-0.0004342882209673,0.0202553127721532,-0.1157396956635168,-0.003315358529485,0.0003366015918632,0.1397459366637785,-0.0154371750158936,-0.0293576532721712]",carried_from_v1
14,1967,i,29,30,-1.5,1.5,2033-05-31T00:30:56.477,7967,-57.9545,194.268573,11.631377,63748.021487,47.449113,12.917205,42.550887,1.359886,0.614009,0.916218,2,1,0,21,5;12;19;27;38;53;57;64;78;86;95;105;115;117;129;140;149;155;167;178;182,R01_S12;R02_S10;R03_S01;R10_S00;R11_S02;R12_S22;R13_S10;R14_S01;R20_S20;R21_S12;R22_S12;R23_S20;R24_S21;R30_S00;R31_S10;R32_S12;R33_S12;R34_S02;R41_S12;R42_S21;R43_S02,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1967/1967.yaml,5349fe9f0575ee88535493553a345486ddc51814d72a47cee106906d718a234b,"[0.0738150239362454,-0.0398854202466237,-0.1524212574275784,0.1691632519795572,0.0937234994620893,0.1783957599002436,-0.0733483413908678,-0.0881016172379296,0.0946017910330075,0.1208825477518777,-0.1810417918267443,-0.2376825600595011,0.0602029963626975,-0.0653554236653175,0.1041148522883603,0.2015422728041161,0.0616242665064544,0.1092802139809432,0.0341477993993946,-0.071225177369854,0.1006688293080604,-0.2665216214565867,0.0215478842429798,-0.0669558976611504,0.1401677157295006,-0.1455263837054746,0.1355815599023641,0.170326081930933,-0.0031375941836297,-0.0346046019276727,0.0292820308578265,0.1097837525764376,0.2804663504407129,0.0433499671275103,0.2431142274993193,0.0449678368569365,0.2374864938284641,-0.017711479846342,-0.0941873199894034,-0.1366687679267517,0.1683263987939272,0.0596215850582104,-0.0711718810791221,-0.1692629548105019,-0.1506738561008543,0.0466421912296306,0.0225008063974075,0.0905931224119574,-0.020354354905966,-0.136600966126411]",carried_from_v1
15,1980,i,31,32,-1.5,1.5,2026-09-08T08:06:22.291,7980,-1.854907,61.820535,-9.262762,61291.337758,59.339213,51.620048,30.660787,1.159602,0.485592,1.233545,3,2,2,21,4;10;18;35;38;47;62;71;74;81;95;104;114;119;132;140;147;157;162;173;185,R01_S11;R02_S01;R03_S00;R10_S22;R11_S02;R12_S02;R13_S22;R14_S22;R20_S02;R21_S00;R22_S12;R23_S12;R24_S20;R30_S02;R31_S20;R32_S12;R33_S10;R34_S11;R41_S00;R42_S02;R43_S12,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1980/1980.yaml,11876a73ce2a168139bc2bbeae311d958838d3e2ac25f90872a0cd6137192b6e,"[0.2324820178129771,-0.2577363690603393,0.2290816123298739,-0.1958350265657158,0.0855668353780608,0.0915332239920435,-0.1507168556176016,-0.0815001977187142,-0.1524170398322449,-0.1094682253402014,0.252473158657677,0.0805026785455715,0.0860783955219473,0.0374789261289007,0.1661932456587226,-0.1203279593822603,-0.0781283252539263,-0.1568156688125563,0.2075557387612048,-0.0916764539671941,-0.270698844838024,0.5477390391322071,0.1652966944909174,-0.113738758382055,-0.0558945885524472,-0.0856199500522959,-0.1094465342112642,0.0855796949343628,0.1095994739329339,0.2772158420620641,-0.1517748454723652,-0.1826835664234792,0.2775145387000595,0.0912414299243979,-0.1690704122922901,0.1264303260344627,-0.0893102973930049,0.3025347292014391,-0.0721788088789117,-0.1239978081805372,0.1590536859125564,0.1790421156730149,0.2811038412553754,0.1014416860054496,-0.0442724406692972,0.0207442148728421,-0.1396700210484937,-0.0854918838829599,0.0859227618470814,-0.0700371222076224]",carried_from_v1
16,2094,i,33,34,-1.5,1.5,2027-08-31T06:54:51.581,8094,50.014009,345.583529,-8.040802,61648.288097,56.789934,306.898229,33.210066,1.197007,0.704516,0.334085,1,2,4,21,6;14;25;31;36;53;60;68;76;81;97;101;111;125;129;135;150;154;168;177;180,R01_S20;R02_S12;R03_S21;R10_S11;R11_S00;R12_S22;R13_S20;R14_S12;R20_S11;R21_S00;R22_S21;R23_S02;R24_S10;R30_S22;R31_S10;R32_S00;R33_S20;R34_S01;R41_S20;R42_S20;R43_S00,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_2094/2094.yaml,37b6b501e2a3cb4cb2fc1341d50eafc9a3b9632fb72261908afa2e6e26082f3f,"[0.0173821605624428,-0.0530206133373889,-0.0304594229768329,-0.0451413871995224,0.0037887868764818,0.0051552732230959,-0.0245702773310383,-0.0504961415709567,-7.747710910912255e-05,-0.0115634718925565,0.080126183197015,0.0389454153868177,0.0271727698713575,0.0115546939419271,-0.0241771900011969,0.0575894949531297,0.1044596355891523,0.0515667697719366,-0.0233350172416496,0.0040771917340845,-0.0644303923004373,-0.0942588642601591,0.0044602186061417,-0.0392300332062016,0.0157824408212926,-0.0923483220886414,-0.0021660279442164,-0.0119514173512307,0.0204153600401007,0.007591676970409,-0.0003500105859956,0.0033990114027341,0.0318244969592097,0.0374770699981785,-0.1284485086179075,-0.0615375222506762,0.0428108916808668,0.0500072127852484,-0.0520202319050786,-0.0022081854438154,0.1214675115895787,0.04367646437066,-0.0167902133107834,0.0056696836268877,0.0023607315282602,0.0156086798973631,-0.0218222357824521,-0.019954105847982,-0.0562596321078845,-0.0185816508495167]",carried_from_v1
17,2195,i,35,36,-1.5,1.5,2029-10-23T05:46:24.125,8195,-24.629744,41.492341,-15.307097,62432.240557,73.983195,338.801875,16.016805,1.040326,0.610259,1.228066,3,3,1,21,6;11;18;30;44;46;62;68;72;88;95;107;108;120;134;135;146;160;170;176;181,R01_S20;R02_S02;R03_S00;R10_S10;R11_S22;R12_S01;R13_S22;R14_S12;R20_S00;R21_S21;R22_S12;R23_S22;R24_S00;R30_S10;R31_S22;R32_S00;R33_S02;R34_S21;R41_S22;R42_S12;R43_S01,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_2195/2195.yaml,7bc7a51923fd7dc557a52be818aa3dd0ad9d1d150c0aec6a85d5d69081a45c3f,"[0.3161253558786204,0.1464200445652343,0.4051331683023748,0.0727739965278628,0.0900239247686899,0.2451328886953753,-0.1279716752633109,0.1226530335744002,-0.0156995227411581,-0.1392871349637039,-0.249712218607715,-0.076313229279303,0.2371363539770951,0.0279996895998052,0.3060052463554758,0.0810596823184281,-0.1626347794314263,0.2027621570492024,0.0061488715370126,-0.1821715227717855,-0.120760713836966,-0.2983470139194089,-0.2568011543290938,0.1849891542483166,0.2423665468708465,0.1201286351581588,0.0540652916589914,0.0473552749423655,0.0074541617153931,0.0558667588045371,0.2326985593788986,-0.0301868488977574,0.2143758755725261,-0.0322290222880307,0.218149266441254,0.1943842110049429,-0.0714328718970041,-0.0246849959251358,-0.2639692671723646,-0.1100470850696036,0.1999246566471771,-0.2424510793876586,-0.3113546772705801,-0.0387011753313885,-0.0771548447973651,-0.0300988679435983,-0.0058164994603403,-0.0849415583780602,0.0141527210373551,-0.0133429019374487]",carried_from_v1
18,2337,i,37,38,-1.5,1.5,2031-09-10T09:41:32.294,8337,-54.620451,40.048957,-38.803693,63119.403846,68.953262,240.10001,21.046738,1.073397,0.556422,2.295477,4,3,0,21,7;15;21;31;38;51;58;68;72;88;93;105;110;124;132;141;144;160;168;171;180,R01_S21;R02_S20;R03_S10;R10_S11;R11_S02;R12_S20;R13_S11;R14_S12;R20_S00;R21_S21;R22_S10;R23_S20;R24_S02;R30_S21;R31_S20;R32_S20;R33_S00;R34_S21;R41_S20;R42_S00;R43_S00,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_2337/2337.yaml,e797cb35cf6c08ee9510d92e873a20c35c4dd02f8ee97745344fa2f7f1c91503,"[-0.2065819526760716,0.4822148091469366,0.3385660752875537,-0.5400028792288273,0.1101267295084428,0.175180225664777,0.0856086987982194,0.2550837306599431,0.1420515987703088,0.2245572778597016,-0.2268867467331678,0.4695150986785269,-0.0654506325735196,-0.2254042231545876,0.3803373631963148,-0.0267667296198359,0.0846593023954113,-0.433091281784863,0.5600116947238242,0.0944498711492414,0.7297787166297501,0.3663012478784457,0.447751955401633,-0.2339439254819507,0.5225829921893873,0.4251079107095707,-0.0567388567073804,-0.1834760977514929,0.0809451948007669,0.2807294664626837,-0.1319493127350968,0.4088566374955328,0.5217053291008407,0.3024471846010444,0.0791837057231601,-0.0055198141537045,0.2892700715759259,0.7500467223987153,0.1288627224413401,0.3506438539809559,-0.1401521446813282,0.4748839515686457,0.5181349162168384,0.0971251424285727,0.0740751471930702,0.0913887599342371,-0.1029563147054253,-0.0858446617926559,0.1166042729531953,0.0741512952791619]",carried_from_v1
19,2350,i,39,40,-1.5,1.5,2033-05-23T07:47:28.118,8350,-53.559226,274.579794,10.883691,63740.324631,47.175892,341.955947,42.824108,1.365586,0.830998,1.136826,3,1,0,21,5;14;22;27;41;47;62;66;74;85;98;102;110;125;127;135;145;159;165;173;184,R01_S12;R02_S12;R03_S11;R10_S00;R11_S12;R12_S02;R13_S22;R14_S10;R20_S02;R21_S11;R22_S22;R23_S10;R24_S02;R30_S22;R31_S01;R32_S00;R33_S01;R34_S20;R41_S10;R42_S02;R43_S11,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_2350/2350.yaml,5068a1b9abc32663417f08c2e556045eb422abd206f38cabcb7dcf259f8f615b,"[-0.1686433261077052,0.0009006831938328,-0.2919527178028518,0.1463042892403203,-0.265650745596996,-0.0840027396306056,0.1362101113581594,-0.1630117674299965,0.3405507736742509,0.2174300436421003,-0.2304809164201989,-0.1000499752879849,0.33790859789468,0.0486069218871159,-0.0065547025772196,0.0049692620083028,-0.0438949739386797,0.2142723624822251,-0.0117681333431497,-0.101684273419395,0.1170749949220338,-0.3038004673020897,-0.2299431629296596,0.0576049433578364,0.1439060135334602,-0.056074137348564,0.21162556398704,-0.0138407016691404,-0.0226587018689385,-0.2344481979140534,0.1061921232433905,0.191332489716176,-0.0513153036685953,-0.1092998247982847,-0.224516819960662,0.1301901227814193,-0.0317484412582143,-0.0173808106799164,-0.1345353511573296,0.1639106249894836,-0.0146576700576414,-0.1921211331233504,-0.2858659908355817,-0.1497173888258463,-0.035081012424464,-0.0571743167166578,-0.0042948144009331,-0.1020917570645511,-0.0915668966252051,-0.0777083106892961]",carried_from_v1
20,2444,i,41,42,-1.5,1.5,2032-04-18T00:49:18.854,8444,4.608794,181.640122,-31.518939,63340.034246,61.115879,101.682001,28.884121,1.13864,1.788469,0.385667,1,2,2,21,7;11;22;27;42;50;61;68;77;82;92;104;116;118;132;136;151;155;164;175;188,R01_S21;R02_S02;R03_S11;R10_S00;R11_S20;R12_S12;R13_S21;R14_S12;R20_S12;R21_S01;R22_S02;R23_S12;R24_S22;R30_S01;R31_S20;R32_S01;R33_S21;R34_S02;R41_S02;R42_S11;R43_S22,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_2444/2444.yaml,250ddac3746337b04e92df7ecb23e1802b625177ce1409bab770188911cd1dc8,"[0.02756024095261,-0.0005264079378029,-0.0067534209677072,-0.003503282491074,0.0221176923652647,0.0182419322419198,-0.0457845024326923,-0.0164807109544509,-0.0555946942803806,0.0128501232157295,-0.0112474729992895,0.0186405615226644,0.153921974376977,0.0487246981069772,0.0307858287687388,0.1200001737893432,-0.0648758219533624,-0.0031527671880327,-0.0289862745720327,-0.0287968124757702,-0.0157181743861425,0.0409306411651236,0.0260688926432556,-0.0185403738454952,-0.0899248167866889,0.0193050719209245,0.0152933985943203,-0.0089166179879626,-0.0148116924397141,0.0081664870436687,-0.0121956988041654,0.0325914262126804,-0.0231162705011851,-0.0124841098665446,-0.0984594992739454,0.0638621002919881,-0.1428272749428969,0.0004483070841348,-0.0209397197088044,0.006057374764925,0.0135461896370768,0.0351369443328633,0.0061820826037936,-0.0181735244294949,0.0225928084727084,0.0635641088983474,0.0027590614826433,-0.160297923610569,-0.0393375938721712,-0.1075098322192733]",carried_from_v1
21,2678,i,43,44,-1.5,1.5,2027-09-28T04:02:56.717,8678,-16.36142,23.238705,-0.190609,61676.168712,50.436358,45.248004,39.563642,1.29134,0.669835,1.268462,4,1,1,21,7;12;26;31;36;48;61;67;79;87;97;100;108;122;131;141;149;157;170;173;184,R01_S21;R02_S10;R03_S22;R10_S11;R11_S00;R12_S10;R13_S21;R14_S11;R20_S21;R21_S20;R22_S21;R23_S01;R24_S00;R30_S12;R31_S12;R32_S20;R33_S12;R34_S11;R41_S22;R42_S02;R43_S11,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_2678/2678.yaml,99b823202015d402a9f4458652da663936afc367541d8e2276afcd0277d6a551,"[0.3272056214865959,0.2200457343830126,0.1321448443191841,0.119405495586792,0.4286083583788928,0.1267881105523264,-0.013373540985939,0.0325625870730912,0.276333666016681,0.1052993426880031,-0.2322289000822878,-0.3261998090349837,0.2594198880945043,-0.1293252668429297,0.1743674563287848,0.2697122353961237,0.0137555354115372,-0.2471821154681919,0.0262978699905834,-0.0772033919001301,0.0289464079766153,-0.2118358896969513,0.0961119836920516,0.1781592416508711,0.0789267973350275,0.1093304928190536,0.0577653962338805,0.0066609366097978,0.1231284300701229,-0.0039051265492674,0.3730331124595136,-0.0710491837047011,0.2131610444856221,0.1088355835070028,-0.1236018844905894,0.0791848706277177,0.2378797269324509,0.2499595557162037,0.2514496409245085,0.0813279012560326,0.1413551388976581,-0.1863535050596029,0.2867248834933937,-0.031326925993491,-0.0188605695847589,-0.0309688582837592,-0.1683688550502395,0.0301843247957912,-0.0809629708381934,-0.0864602918530969]",carried_from_v1
22,3339,i,45,46,-1.5,1.5,2033-03-13T05:26:09.600,9339,-46.497429,190.257203,15.759952,63669.2265,43.42901,11.600768,46.57099,1.45805,0.40974,1.134163,3,0,0,21,1;17;24;27;41;46;59;70;76;83;94;101;108;124;127;142;151;161;169;177;187,R01_S01;R02_S22;R03_S20;R10_S00;R11_S12;R12_S01;R13_S12;R14_S21;R20_S11;R21_S02;R22_S11;R23_S02;R24_S00;R30_S21;R31_S01;R32_S21;R33_S21;R34_S22;R41_S21;R42_S20;R43_S21,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_3339/3339.yaml,a32508669aa2072eddf40de374e36a3dad9abcefe2abbe0ba480ec7bca52af72,"[0.0266691097288885,-0.0626530897438344,-0.2140906870878703,0.1912364189307783,0.014923919816278,0.076837309475879,-0.0321679128149137,-0.0479958712514882,0.2769292320545235,-0.1563067205031464,-0.2539833474339673,-0.2113524022174542,0.2531874657172835,0.1292168505008505,-0.0230363704682395,0.2201747551860697,-0.1744408175965293,0.2208255920407789,0.0233631042672715,-0.1419128786947891,-0.1898589893173629,-0.1857601225053239,0.0174382165916218,0.1040704012651691,-0.1767825949192482,0.0559713016823639,0.0058389295265878,0.0267613317357434,0.0097577583200381,-0.1303266008192101,0.1968624944097074,0.3259216348174485,-0.0365667957550486,-0.0399919841694517,0.3019051042292718,0.3407605196164371,0.2807964179666354,7.839774926380095e-06,-0.3063969193374674,-0.0930988503798624,0.2373857651738906,-0.0999127668938575,-0.0065535079760343,-0.0417019736731489,-0.0514914018246519,0.0129834318285581,0.0310001840059886,-0.0449704240467855,-0.01655794850697,-0.0718386043916403]",carried_from_v1
23,3365,i,47,48,-1.5,1.5,2026-04-03T04:00:20.938,9365,30.06728,141.932319,9.032429,61133.166909,36.124982,310.344769,53.875018,1.709405,0.555812,1.10805,3,0,3,21,4;12;19;30;37;47;56;65;77;89;96;102;112;123;131;141;152;158;166;175;187,R01_S11;R02_S10;R03_S01;R10_S10;R11_S01;R12_S02;R13_S02;R14_S02;R20_S12;R21_S22;R22_S20;R23_S10;R24_S11;R30_S20;R31_S12;R32_S20;R33_S22;R34_S12;R41_S11;R42_S11;R43_S21,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_3365/3365.yaml,030d6be78d933ab8a87f5649fca0f84793a01603da3028ecc0fad510bf70c08d,"[0.3020137605501808,0.0975728311372562,0.2227409886012888,0.2312083480398654,0.02518207522475,0.306752528638495,-0.0770421125693537,0.0977385219927133,0.0501693594480399,-0.1186679902239941,0.0253973993227865,0.1079025408374212,-0.2331775977980112,-0.1499827784099139,-0.03372639600051,-0.1603656979481036,-0.0962760196925208,-0.2528722293737813,0.0373495570452166,0.0107693963108632,-0.120094992713613,0.4172581498477001,0.2060140475692039,0.0210192602774961,-0.0800129872452183,-0.0264964044390679,-0.1228207536915225,-0.0306404811170598,-0.0360919705469423,0.2757349734274939,-0.2661386816720281,-0.1859422170070837,-0.1067365528868223,0.0682633811195358,-0.1485690449139274,-0.1418093339760615,-0.0437245420434981,0.1898556723344198,0.2127469611723307,-0.0167377727142101,0.053939845114544,0.1079880214253344,0.2302271797700746,0.118637910592507,-0.0077521377257724,0.0717989560019971,0.1329026305157258,-0.0486771404732091,0.1431770952079671,-0.0034199102451311]",carried_from_v1
24,3429,i,49,50,-1.5,1.5,2026-04-10T23:50:27.341,9429,28.034291,118.259577,-12.250945,61140.993372,70.777663,337.168704,19.222337,1.060136,0.82593,1.383063,4,3,3,21,0;9;26;27;43;46;54;69;79;85;94;100;116;121;131;138;147;154;168;173;187,R01_S00;R02_S00;R03_S22;R10_S00;R11_S21;R12_S01;R13_S00;R14_S20;R20_S21;R21_S11;R22_S11;R23_S01;R24_S22;R30_S11;R31_S12;R32_S10;R33_S10;R34_S01;R41_S20;R42_S02;R43_S21,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_3429/3429.yaml,7ad3e7226b33e140f0bd63dc67c516397258904c3f3a06ec6fbdff6afa922bf2,"[0.2413486786813245,0.1555275911157568,0.1718404970189167,0.1140054870603753,0.0447405351979433,0.2022571793504071,-0.2289983331269603,0.1460604338175825,-0.3445012338605192,0.2732075775692588,0.0294141469967149,-0.0159606540157062,-0.3163219276236842,-0.0590030117064697,0.3174370912997653,0.1031959066552168,0.2116001348821409,-0.0616536986292509,-0.443231092995234,-0.2584144805582452,0.1665669078302601,0.3272775518160183,-0.0270961975695005,-0.1241932847788196,0.2965491029061975,0.1686740840546138,0.0312563414799215,0.1132348495477553,0.1325758391518481,0.2269687746845068,-0.2831277583479115,-0.2871864179134908,0.2438065955352082,-0.1239807293577714,0.0418187028475292,0.0500809007706844,0.0588948637898641,-0.4186438976856422,0.2050571211291526,-0.1850282772559426,0.1483842196750552,0.1232096489824795,0.0032813408413306,0.038300523484024,-0.0752531857930559,0.0393060459849856,-0.1636205170932742,-0.0624140957406257,0.1623069636001544,-0.009746952161169]",carried_from_v1
25,3578,i,51,52,-1.5,1.5,2028-10-24T03:19:50.160,9578,-19.574397,31.801924,-2.991662,62068.138775,56.762077,38.335171,33.237923,1.191566,0.708734,1.074783,2,2,1,21,6;9;22;32;38;45;58;66;72;87;94;103;108;118;133;137;146;156;163;172;181,R01_S20;R02_S00;R03_S11;R10_S12;R11_S02;R12_S00;R13_S11;R14_S10;R20_S00;R21_S20;R22_S11;R23_S11;R24_S00;R30_S01;R31_S21;R32_S02;R33_S02;R34_S10;R41_S01;R42_S01;R43_S01,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_3578/3578.yaml,ce43a019374c3b0f836257841a8b8f2b14b6d217b489a7cc6b263483e971c058,"[0.129361881064689,-0.1572012240516054,-0.1298340953661018,0.0876272894138286,0.183728895797888,0.1536670351491306,-0.1539199956401677,0.0007074583739336,-0.1181819418455121,-0.0832727230013808,-0.0366223781682899,-0.1255620865074066,0.181786629160677,-0.0110175138801957,-0.0901622918122422,0.0578799807827454,-0.0862686094531152,-0.1464553504027157,0.0876960497731772,-0.222591228883963,-0.2809658774716542,-0.0699793061697809,0.147722091431707,-0.1291747445822921,-0.1125998637411693,0.0161319738451734,-0.0041563857204828,0.1630730383131083,0.0894423022017614,-0.0458923873595003,-0.2026197158726073,0.3233133987791744,0.0277834323389021,0.0792473796456387,0.1145540172560446,0.2183939644092618,0.2945474550600661,0.2533646564515456,-0.1130358657767019,-0.2549325787239226,0.3152524227420774,0.2294309248034583,0.128291507196348,-0.0510684428241075,-0.1173690262273341,0.0467034974267649,-0.1646358607408213,0.0164081772122499,0.0309745047695247,-0.098857558238214]",carried_from_v1
