SEQID,PERTID,BAND,RTP,RA,DEC,SEEING,MJD,AIRMASS,ALTITUDE,AZIMUTH,ZENITH,DOF
11458,11458,u,-14.626177,106.97628,-4.641756,0.450241,61027.121651,1.591535,38.716734,69.752736,51.283266,"[0.0712685117926412,0.0161630617106411,-0.0236475282223052,-0.0390169396956099,0.0362026814024978,0.0054176028255142,0.0280659787618583,-0.0052140040529573,-0.0463162625107605,-0.0341471612777606,-0.0268754556610642,-0.0053387784643334,0.0398501250432498,-0.0606832262785328,0.0850638620466604,-0.0219626934651909,-0.0217813749472951,-0.0034214109376713,0.0214617070171874,-0.009041809788055,-0.0392921211661063,0.0384442502800541,0.0228448614999441,0.0351929600304175,-0.0494689656590683,0.0929103083843938,-0.0182645058323799,-0.068226105944924,0.010484866324502,0.1291953644016957,-0.0549687515632476,-0.0774340549138988,0.0410146850268014,-0.0785043115022027,-0.0414970882906385,0.0035176545980773,-0.0051706321531736,-0.0018379578719862,0.0066150827073438,0.0004617382968185,0.010113028631482,-0.0061974688236938,0.0360516992810278,0.033078409159075,0.1178329403780492,0.0247881530239621,0.0212046410825701,0.0482166160193025,0.0149656248470618,-0.0602304878685149]"
11459,11459,z,41.831329,275.610712,-18.072742,0.771289,62671.284928,1.101288,65.568597,294.578348,24.431403,"[-0.0474945405800893,0.1008672206238217,-0.2131876710799203,0.0771043084214219,-0.3418107996835076,-0.1347720816513202,0.185415808137147,-0.3026870132170643,0.2731622359654505,0.2726091783882837,-0.1292231835683708,0.0239953332615478,0.107863444887809,0.1288947210770725,0.0842192867633822,0.0828183211047299,-0.0488704821642161,0.1686445655941892,-0.1484221297637176,-0.0627902811507761,0.3440113990250699,-0.0892256902210003,-0.1589792335392855,0.2217901363154714,0.3612365382549713,0.1099123890704619,0.1377072346392898,0.0477215023359418,-0.0022373616050175,-0.0809362491628949,0.0647497508890116,-0.0181844064171687,0.2136353891897956,-0.1072187982918049,-0.1882789983068524,-0.0754603955951446,-0.0333295000317635,-0.0576632717907945,-0.0140569397733686,0.1563708082687863,0.0569717172898385,-0.343679476521897,-0.1526952539973483,-0.0375025899626846,-0.1467816028631037,-0.0503087078814049,0.0180611830787952,-0.165340846630663,-0.1355800930027841,-0.0469842473725709]"
11460,11460,r,78.746807,92.912647,14.004666,0.587157,61818.088799,1.453071,43.620068,340.397407,46.379932,"[-0.0795000274381329,-0.0588412046121787,0.0957245942906958,0.0169299625117772,0.1650024083938349,0.06686301026391,-0.1173418170394898,0.2195446511215982,-0.0974368807407135,-0.2328015311996619,-0.0676173648552126,-0.3226886143960859,-0.0631619019322065,-0.052079050201939,-0.0149343964206662,0.1159792767289666,-0.1988523878563766,-0.2985699128738603,0.0949356365851194,-0.0705835466393656,-0.485363519530253,-0.13189715626581,0.3366755851759856,-0.2196539725488575,-0.2725786904867663,-0.1901601663723588,-0.0797668867641291,-0.0404917191619203,-0.0153807074809461,0.1221316235005965,-0.079200307167745,0.0199120465824934,-0.0178469866836046,0.1384894853234834,0.1613102841604758,0.1028327505818211,0.0143475898914901,0.2690334209507706,0.0036925604689313,-0.1207627577154466,0.1824050737201727,0.4373056038583489,0.3285374841981546,-0.0529535816317682,0.1365958214296206,0.094112293562988,0.0404143774619762,0.2338639886651497,0.0700595317281219,-0.0763406849062128]"
11461,11461,z,-24.203524,8.951535,-43.427766,0.610138,62512.144158,2.358142,25.303227,232.983588,64.696773,"[0.0314235200606387,-0.047521174470917,-0.0468339204531588,0.0032520661291987,-0.0299857588094394,0.0326471148705038,0.0004030249529251,-0.0065320045696302,0.0690508853167153,0.0218122571711972,-0.013507821714695,-0.0072851244162487,-0.0241439196079504,0.0303235631959067,-0.0338405328134621,0.0490664427090034,0.0916169274595447,-0.0035344893930315,0.0036190441588595,-0.0021092204043733,-0.0073076327403604,0.0302070846984075,-0.0076041293879812,-0.0681085847196256,0.0820011359715617,-0.0874843580311446,0.0626838699486812,0.0835644422161576,-0.002060032760402,0.043766294114908,-0.0414429853740827,-9.245840642379978e-05,-0.0901823821082768,0.0164704810242335,0.06514762926132,-0.1016907624638537,-0.0353040960584743,0.0634993087501615,-0.0344954839170194,0.049925043145183,-0.0413706475869455,0.0705199718368369,-0.0353690875314397,-0.0267340455345051,-0.0985884619781671,0.0348104520187744,-0.0014331758703727,-0.0770261916626891,-0.0065452749280761,-0.0162301975755427]"
11462,11462,i,66.491083,36.183794,-18.887992,1.382602,63451.313844,1.23353,53.804506,80.390497,36.195494,"[0.2959008816451316,-0.2005811997628718,0.3069997711181874,-0.3743326414156418,-0.1690376774223339,-0.0586918366846976,0.423826723069123,-0.2171879619138859,0.1728055958206394,0.1411143176123451,-0.250052169459145,-0.1058109612995216,0.253487906883023,-0.0799669805643892,0.353636811414643,-0.5377981957046823,0.1708586723787047,0.2306729168229921,-0.2582921629010549,-0.1089456755926441,0.0887926831994166,0.0854797369818743,-0.1981470639857573,-0.1546192922478381,0.1295288990359844,0.2449385129253526,-0.1038698678405954,-0.0253431396199277,0.1800697369884426,-0.1317972334563409,-0.1908431885828247,0.1007899788984751,0.2408088380373309,-0.0151817713819807,0.0694651604293614,-0.093124445188387,-0.2818943059167451,-0.5691003637515939,-0.2287509139664733,-0.1256784528308776,-0.0351196067988828,0.1031194503243298,-0.1905330290173738,0.1806024546296669,0.0134214408673948,-0.1164098177907885,-0.308481689143733,0.0391265417652342,-0.0520369610578888,-0.016002977043969]"
11463,11463,g,74.499545,266.070372,-23.421918,0.712169,61910.374971,1.184976,57.925451,273.634436,32.074549,"[-0.1672431628983977,-0.0721058479705242,0.0036597072586631,-0.2576608446128136,-0.1778282524115496,-0.1690501855393875,-0.0172579012602637,-0.0136656656502317,-0.1408911469775012,-0.0875016570158138,0.2699790746833932,0.1508574594621411,-0.2354245484400005,0.070769772544129,-0.0362210234405188,-0.3228069387476076,-0.1165308738421845,-0.0377043325152756,-0.0780806590303253,0.1666096577924088,-0.0634681544321629,0.1184445183892002,0.0057798094059493,-0.0274920769727362,-0.1009396247221114,0.0728638933598794,0.1069660018691868,-0.1027038631855221,0.0022189986292413,-0.0547429031729451,-0.3456090317445274,-0.0417829696716231,-0.2906451230457774,-0.0195638544215285,-0.3004615415846584,-0.0722763760155299,-0.2927618627428343,-0.0383854809398379,0.1213459226319834,-0.032289129283864,-0.1175717073469127,0.0363418383468698,-0.0471492385658678,-0.0437240260717849,0.0991885797904064,0.0468200433898789,0.0223250447635979,-0.0620897464048557,-0.0189289390017563,-0.1010409112259653]"
11464,11464,i,60.256942,3.957968,-44.896147,1.034952,61223.313164,1.230137,54.197969,125.770869,35.802031,"[-0.0046755646448789,-0.0112702189125621,-0.0263468409947419,-0.02642842469251,0.0281032176243709,-0.0090542902179269,-0.0277189787038347,-0.0008729479059504,0.0057982816911345,-0.0005974309931375,-0.0403199071395563,-0.062896115701805,0.0089507802823928,-0.0299728914574291,0.0234832696578421,0.0444795660731387,0.1300460422184795,-0.0091346084008042,0.0619258812997552,0.0471153302229951,-0.0265268400393845,0.0459813907470607,-0.0235314123649137,-0.0473946039810508,0.1005114415892246,0.0167421952909123,-0.0146620644768356,0.0584845148097685,-0.0170814381865934,0.0311278563136885,-0.0278536060080204,-0.0358053001588098,-0.0070337621944846,-0.0086527299419447,-0.0343807387172742,-0.1214489168289737,-0.0639262347990522,-0.0313675030694194,0.0198139788925241,0.0221986493691923,-0.0184892865240812,0.0303781120589444,0.0011933968365986,0.0436323386139282,-0.0528396214979007,-0.0153887278825801,0.0466882152746022,-0.0127796075953945,0.0139840848790222,-0.0042883088326537]"
11465,11465,z,-9.659205,84.019234,-29.436678,0.625193,63660.163819,1.823046,33.528544,252.783553,56.471456,"[0.004489781920801,0.1865221477926711,0.1813294884975108,-0.2852302120999088,0.1477860040026056,-0.1210295780234349,0.2705657693794918,-0.0401246851171201,-0.0395508439136454,-0.251506385055036,0.2297900616908953,-0.2224518474722063,-0.2880639260728368,-0.022950516289911,-0.0366215749532849,-0.4727327742477912,-0.0707064697208521,-0.0491846010973891,0.0286850552000481,0.0498160921605545,0.0385008159489682,0.4014935526678807,-0.2254106513211955,-0.0438824516345405,-0.0448702064488737,-0.0708849195060521,0.0748816038660666,-0.0686669160433439,0.0486069709402315,-0.0654426239076875,-0.228861059702847,-0.1090795094564494,0.1007524952392345,-0.1853358452976556,-0.2861914584302826,-0.3901312739535957,-0.1767235320157701,0.1896221215138739,0.0691879181892411,-0.1243121156888332,-0.072453647581045,-0.1413719433197234,-0.2239786539344971,-0.1059717793641571,0.1411309643339981,0.0002924067132246,-0.1226791777612124,-0.172163575639072,0.0082471096430705,-0.1062179672537892]"
11466,11466,r,-36.77058,263.100141,-25.157726,0.916286,62957.310885,1.144533,60.506048,88.252621,29.493952,"[-0.0651519404703504,0.0377974348986191,0.0137704043322079,-0.0347977114272607,0.0511449275274349,0.0702627828725775,-0.0893399757600333,-0.0212520949577976,0.0201159638125085,-0.0137022125399668,-0.1510557021979586,-0.0670318450603824,0.1337621008628499,0.0245383576354869,-0.0234227112624598,0.0170065574992807,-0.239346119737688,0.0580135380566936,-0.1228600116116334,0.0143983348432955,0.1153765413747919,-0.1870401152721693,-0.0871969815096606,0.0278196719228878,0.0094280040382439,-0.0284976130960976,0.1045661343956111,0.0723523457378038,0.1021086385383309,0.0273069849884369,0.141546306974018,-0.0722760391979426,-0.0394374083173653,-0.0603832257867949,-0.2145086422585705,0.145936338509171,-0.0317753176135495,0.0335645021515902,-0.0157667856328184,0.1899257712263281,0.0748188542589307,-0.0876060569561557,-0.070555262320511,-0.056229437045685,-0.0661470861336869,-0.0135604457622603,-0.2038992084678279,-0.0659594820607429,-0.068107697220561,-0.0468198654381595]"
11467,11467,z,-23.121842,235.718165,0.057075,0.459951,61935.991765,1.687571,36.139198,64.869262,53.860802,"[0.0307689777151911,-0.0209956915349326,0.0334059707086404,-0.0814300436069063,0.0193247692268606,-0.1063252659602441,-0.0846553198660617,-0.2558100317103661,0.1526655858476995,0.2147000003964008,0.120294531119215,-0.0399634351354254,0.5120349133582776,0.130085914822554,-0.0190604633521118,-0.0076284513417408,0.0219159812290111,0.1517748795182921,0.0253059317536004,-0.1098110760726512,0.2248912116675538,0.170536910677481,-0.1958374823728893,0.0313691387973302,0.096834295461583,-0.0375644569027965,-0.0026351423405015,0.0952518770934165,0.0166118260088706,0.0286184558371961,-0.002107533151129,0.0306811783217718,0.0672286651484333,-0.2711211825374213,-0.4051254239553553,0.1591695583085305,-0.1322408960098612,-0.0872210942282828,-0.0502308475870416,0.2430137614721014,0.0320983581650882,-0.1083212398542935,-0.1459491231292912,0.0083624521864649,-0.0951722801297348,-0.0229299996858067,-0.078945083132932,-0.2994237836027179,-0.1148016024028979,-0.0142997418708084]"
11468,11468,z,63.401766,346.602306,-21.40645,0.773181,64199.27585,1.043049,73.706405,300.097841,16.293595,"[0.1300334146088418,-0.4065719589412869,-0.3112077997418078,0.78486854725158,-0.3357691635194386,-0.4362396474358845,0.2605077195609433,-0.672330705908227,0.0538573007327691,0.5902247792188031,0.0016538628552166,0.605167712616731,0.2225034306694815,0.1731398060082955,-0.0804970750712102,-0.5883157764918102,0.0892130620136788,0.2973548093284949,0.3251680503906092,-0.1288686516488361,0.060185267335008,0.0550510436359536,-0.0339401804639737,0.10293489976806,-0.0597027341377998,0.4355475855211212,-0.094605247824516,-0.2828677453388877,0.1555881519498948,0.1152158880689667,-0.2370091609775864,-0.1365020897854998,0.0331338681072149,-0.3578759225457523,-0.3834334543080326,-0.2793505037501579,-0.5604409895392165,0.4773810652542214,-0.5113536606868948,0.0035426718548295,0.2150361668748676,-0.1823022407359914,0.0094250277653795,0.080404360430311,0.2340654074165404,0.0209680702850465,-0.2483555697168397,-0.1129398084537345,0.0597132378346242,0.0874540122518365]"
11469,11469,y,29.640018,46.764102,-32.240764,0.610138,63990.096106,1.265872,52.442682,255.440407,37.557318,"[0.1221838539275877,-0.1066769215375225,-0.0567552524274092,0.1056253882268323,0.1168783632930978,0.2178910306391272,-0.3168108794234199,0.0206362209877607,0.1437754052073185,0.2205839879969227,-0.2195374873843465,0.2491053962474972,0.0521785043600118,0.4372428554900094,-0.2027512426912328,0.4039683913131898,-0.0777587391016388,0.2763653116811312,0.0952193393939157,0.0481294925199904,-0.1672829437817815,-0.2764310308598605,0.0030282581839439,-0.0685411035157169,0.2431487525273624,-0.4451482047452842,0.1580412232351307,0.0894864345108975,-0.0646731006346425,0.0826946315032355,-0.1818160700885782,0.0943063632666425,-0.0718985709980808,-0.1400989859714666,0.0622811083796858,0.1677164345820017,0.3852184783499368,0.143453586717164,-0.2396356352318696,-0.1160050455656573,0.1802117229338839,0.0708934482157312,-0.097234357078133,-0.2325957066784608,-0.1553767620039764,0.0445777466437267,0.1289549525523082,0.2983688623551102,0.0340707670601838,-0.1130879845844954]"
11470,11470,i,51.459366,180.799349,-29.923275,0.531712,63629.380458,1.034901,75.426607,266.268715,14.573393,"[0.0007922602687423,0.0034726017562551,0.0253148988702192,0.0038905957793294,0.025411194349141,-0.0005248480394023,0.0036612123569113,-0.0090232826434619,0.0279458193843205,0.0148571772301816,0.0334639008322643,-0.0344515165174128,0.0329036303328288,0.0228085923045982,0.0121685551358057,-0.0909213962195435,-0.145305239094019,0.0115019690491981,-0.0981300677482835,-0.0488901040258321,-0.0337408340457068,0.0193217175116669,0.0004807185167659,0.0027640344634017,-0.0664208831760943,0.0449967910088036,0.0312185013297342,0.0450709007540064,0.0182900570026647,-0.0332942711271972,0.0051531115024438,0.027748871603585,0.0230985865979374,0.0222907267099854,-0.026747032363993,0.1978369089199862,-0.0565013147099977,0.0691024197503907,-0.0185905639229109,0.0207582504195842,0.0350412939014497,0.0068515344347988,0.0047182429796908,-0.0135554355890628,-0.0313447392162144,0.0136433367740752,-0.0067999934433046,-0.0675153274040255,-0.000709726031311,-0.0461600739124385]"
11471,11471,i,41.5028,98.180837,-59.271681,0.645924,61121.041539,1.203081,56.23658,203.280299,33.76342,"[0.1830056200442293,0.0042073320304146,-0.1857823580312461,0.208065779273378,0.0282368453241291,0.1554372391152817,-0.0316110310554931,-0.1225997580378885,0.1361125238430177,0.0207479525939998,-0.2197164897545832,-0.2585150090104621,0.3879482148232706,0.1755890305438737,0.0310083997810763,0.3856529865138432,-0.0103138953614937,0.1438202731756699,-0.0058948535984532,-0.1217840679538467,-0.0136542779151401,-0.3012751160898987,0.0198496331938222,0.0420400241562605,-0.0048642441336899,-0.1208477206838337,0.0268686785868767,0.0619219465004155,-0.0317969914699042,-0.0480318253901303,0.1736837443116358,0.0377932804128027,0.0799952029292703,-0.2093298279349588,0.0433506502482691,0.0837016058528782,0.1828930687600327,0.0855250456030802,-0.1250188995648807,0.0779563131063094,0.2215556784294962,-0.0716485919523155,0.0126931718194242,-0.0464069542984885,-0.1281959648053867,0.0161122318263969,0.0848201353929147,-0.0251458192319471,-0.0802973688525591,-0.0561803891367365]"
11472,11472,y,17.253364,355.048638,-18.781191,0.984631,63874.200657,1.072273,69.051775,299.38018,20.948225,"[0.2378187936114678,0.1611863381636644,-0.2224999805480073,0.0222885453474765,-0.3719659607924908,0.679998489467341,0.0729666893304595,-0.1331789538621765,0.1398027517578831,0.4433653133024656,-0.3463992089674668,0.0394113260048079,0.7917447519296822,0.0797949432610907,-0.0463593251615475,-0.4405232912660208,-0.5184347648353972,-0.3682713452667082,-0.0287499263931035,0.2388539408602091,-0.2200835304286295,-0.0320412451030942,-0.0443740513177471,-0.1386592848527555,-0.0580465970730634,-0.4221234601659517,0.1018426788826439,0.2881309624267719,0.101459571695674,-0.0185824923163105,-0.0156266824157467,-0.4577788619445696,0.1162944880546621,-0.154097606787811,-0.9474087925820308,-0.3638179190568881,-0.0677602169559121,0.2664261742293302,0.3920187980360418,-0.027106356778947,-0.3762964005090697,0.1204985911133508,0.0624967897696062,-0.0836837950347872,-0.2502142237872483,0.008169408824791,-0.2300278797550506,-0.1666558037402936,0.0721029668059101,-0.0442204866970844]"
11473,11473,i,-38.531012,327.434231,-10.77957,1.690582,63814.1928,1.093018,65.827583,38.928763,24.172417,"[-0.1492612684445082,-0.2735038366283341,-0.0598781514257652,0.0367191778588133,0.2864389664019758,0.2296093790610239,-0.254834803541352,0.11272560832767,-0.1182733162858874,-0.2129608975211466,0.0110379600874011,-0.1047322392641728,-0.2640441079249396,-0.1981413030889681,0.0186081103242798,-0.0708497712306614,-0.1892951683005071,-0.3450173051423956,0.2898151259726457,0.0390369311292999,-0.3186734648006285,0.1612239412501022,0.3624572824506034,-0.2889010626773254,-0.4285133449261252,-0.1601647732281143,-0.1598470354955978,-0.0553631256123682,0.0733962809806568,0.2076967439456548,-0.0645230065598071,-0.0101571570222567,-0.0904566429315281,0.1967166838494756,-0.1543908957629349,-0.2497299250977,0.1213716056910808,0.3868055171250789,0.0804814573786475,-0.0655395561070273,0.0917277025889432,0.465543781554513,0.3959704147090356,0.0797308434045144,0.1168863884934558,0.1122152103464219,-0.097846100537508,0.0009334776460897,0.1362444361853315,-0.0750185406165131]"
11474,11474,y,-62.945654,199.017759,-47.128521,0.819057,62223.231791,1.045065,72.950793,178.060993,17.049207,"[0.2537577225014967,0.1820857535604192,0.0672275920851416,0.2047533363723751,0.0759556110567363,0.2893522427893157,-0.1112490657895379,0.1543469235920673,-0.0763806849093234,0.3651964958710239,0.2395225354815054,0.375223223925228,-0.0995439151098621,-0.1690060545469676,-0.0076366508190949,-0.1053254295234512,0.1399216992651271,-0.226373402064921,-0.0948414920761092,-0.0716018776429295,-0.3408075599452671,0.395797407621655,0.0575949670733824,0.0558069433411274,0.17359869379023,0.1342936222144455,-0.0124957099115993,0.0178724330907452,0.0861367820344945,0.2389607631584315,-0.5487208080058751,-0.2307873269880991,-0.203127696343648,0.21182791662434,-0.1920526982974933,0.148097873498373,-0.2533852359692146,0.1001433329784472,0.2095404097658491,-0.4270982425966134,0.2288606521780087,-0.0323892758719668,0.1758757715212446,0.0214986439595208,-0.0369129462353931,-0.0120088649622055,-0.1370920494956345,-0.1351663890243012,0.0623818930115842,-0.0529344862008654]"
11475,11475,i,-75.861429,311.385166,-13.714111,1.503243,63140.995698,1.069632,69.151117,39.975753,20.848883,"[-0.0334016557957903,0.1976146185504068,-0.0418403122760592,-0.0160574179419506,0.0200214999082243,-0.0550089689259228,0.0791834648335384,-0.0172543172719163,0.0421646888069682,-0.0418369801724418,-0.1621011402225568,0.0831909539464049,0.1094463229632005,-0.0590428274721606,-0.0469141620742286,-0.1107251050713435,-0.1135852529766272,0.0141182092923718,-0.1653864765094184,-0.0414699551852024,0.1328846586129894,-0.0295478518316852,-0.032061005871817,-0.0384549984628643,0.0857949976673885,0.0930961847728021,0.1767172085231444,0.0345253155199022,-0.0175255186158081,0.0719286399623247,-0.0973342543213717,-0.0373086549328994,0.007746349375186,0.0586011550504618,-0.1988992979699932,0.1228459278113554,-0.0901666080748795,-0.0387031523412469,0.0237015498726943,0.0967313302753004,-0.0048864361015349,0.0356158239888722,-0.0917699028370398,-0.1132473962180545,-0.0506352867654525,0.0262865810291665,0.0346292300484094,-0.0083744504619013,0.0398604564075079,-0.1582299347064062]"
11476,11476,i,-44.201016,267.03267,-38.835796,0.581743,62252.410272,1.077688,68.466322,239.980257,21.533678,"[0.018847837953849,-0.0213010730149857,-0.042738143814058,-0.0053156338058964,0.0256206783418803,0.0173078190889711,-0.0022653783015143,-0.0061052087856199,0.0074741096665545,0.004909272358334,-0.0025951164720487,-0.1556826067261253,0.0875569916918935,-0.033152612626019,-0.0223434765422506,-0.0075471192970699,-0.0099709517214849,-0.0013165592734938,-0.0983751462994295,-0.0039281430906276,0.0138794797340165,-0.0027907071514043,-0.0133836396766791,-0.0252489240866732,0.0525117360591087,-0.0420229405550398,0.0319433777288767,-0.0057642849500727,0.0121868800529073,-0.0359309848289664,-0.1092049721913292,0.0319791539477511,-0.0026836076101898,0.0200970487963627,-0.0282203764847665,0.0139673661317534,0.0253396223250784,0.078060856473885,-0.0136514258409053,-0.0822588892223236,0.0691999943275139,0.0196161009491442,-0.0284980561591724,-0.0289087943684035,0.0031744313320893,0.0166269754210893,-0.0165944391539817,-0.0899583138852891,-0.0039111397954691,-0.1195388971850359]"
11477,11477,z,33.556219,51.737345,-3.354354,0.795216,63943.242829,1.595355,39.088115,292.89997,50.911885,"[0.0096100019884836,0.025418131040893,0.0058550536347766,0.011325770507477,0.0463472048035489,0.0117603608422697,-0.0525733825241574,-0.0081709264763847,-0.0696363931722301,-0.0428323127154223,0.0066266027805006,0.0510467523973078,0.0722373293189995,0.0012793982222905,0.0425073222359914,0.0164372241890543,-0.0208537309036536,-0.0455381960217968,0.0438778887754696,0.0542770157442584,-0.0828725114201488,-0.0460192300185625,0.072063877766376,-0.0594136555252676,-0.0757691290065988,0.011468729506953,0.0369377741648395,0.0003566356208714,-0.0192369559386057,0.0002917629384155,-0.0036610181666559,-0.00859300689283,-0.010126199572866,-0.0020407169918807,-0.029007367242922,0.0188347054913204,-0.0537154643834645,0.1009679807039206,-0.0857567533099063,0.0611775504964329,0.0082212598303761,0.1081243648380786,0.0644311904169281,0.0112718368217233,0.0180200796526778,0.0567210219868315,0.0186907896175066,-0.0043979498069297,-0.0827777482448972,-0.0626195625926879]"
11478,11478,i,-41.120517,155.657936,-29.635976,0.818498,61688.383224,1.963085,30.449583,108.915308,59.550417,"[-0.0697894618014059,0.1373200421016944,0.0597674485769202,0.2806573952487312,-0.1126450256992892,0.1210122391510513,0.1771968201925076,0.1703246114193367,0.0887820462455996,-0.1123963762574273,-0.2279178235375356,0.1931262315213821,0.0339074766301388,-0.0708390865151931,-0.0927227163901922,0.0562709883006287,-0.1242268558113377,0.0311703775374189,-0.0913408438885116,-0.0845686401193436,-0.2444249577016934,-0.4276922916346122,0.0152055303556485,0.0931932952994342,-0.2268321257432703,0.1769969569779258,0.0123979603192271,-0.2252411779213433,-0.0329476102491831,-0.151843589965756,0.1657470698938546,0.0404262856449578,-0.2518079815689716,-0.0181347322758005,0.1837457217861846,-0.102798321870849,-0.0171296173585386,-0.0493349354407435,0.053775868339452,-0.1418302876379857,0.2065267305286817,-0.0762360131219782,-0.0308130407728693,-0.062654592309451,0.2655625602403119,0.0298638697125259,0.0598090659153232,-0.1762652350584134,-0.0671556108287771,-0.0821370884044139]"
11479,11479,z,41.125845,53.160902,25.543272,0.777169,63940.233194,2.534894,23.428201,322.979044,66.571799,"[0.0142902503157569,0.0245579926349708,0.0347150406575037,0.0041020924648625,-0.0375969443736991,-0.0176439224275019,0.0205418155575221,-0.0129051637829594,-0.002353206317502,-0.0339661407841111,-0.0105136702182194,0.0515900302897672,-0.1606405066883274,0.0404393478206796,0.0316025251553369,0.0108074443732259,-0.0715093285811783,-0.0257668135543722,-0.0740000577057879,0.0189376782684847,-0.0069733166726974,-0.0206313427599096,-0.0218085806886088,0.0427150606535239,0.005703760405279,0.030887984667174,-0.0682493691461152,-0.0607354817727149,0.0141105649994455,0.1042374497528415,0.0623953136827848,-0.0455672641732927,-0.0216662024300484,-0.0392786616377488,0.0902591447626171,0.0391473048990236,-0.0099904711710013,-0.0098688782076638,0.0361967852764074,0.006969615482795,0.0826857762433036,-0.039665954922102,-0.0351959027505379,0.0344361339742891,0.0432833888843402,0.0127878968581887,-0.0059883431863204,0.060646207919762,-0.0572885324341877,-0.081847830075034]"
11480,11480,u,-28.750023,70.243275,-5.399619,0.93465,63243.078699,1.102371,65.03753,4.547029,24.96247,"[-0.0333968599735244,-0.0519930635766825,-0.1347427360399203,0.0402958584331258,0.0898578703556945,0.1463432240538532,-0.204773841331829,0.1462603315926991,-0.052679744256822,-0.2106975499984281,-0.0100616200057498,-0.2843133133352199,0.4947359983188054,0.0423265152180488,-0.0805207826245311,-0.0338347850006137,-0.0272756346596897,-0.0561511314761758,0.0638670528675287,-0.1109796491135739,-0.2803759936275963,-0.0492388167585207,0.1076634112190104,-0.2196152242983134,-0.1730149890805049,-0.1887854549316692,0.0562133715698944,0.0246476808556954,0.0518644357889607,-0.3050854853172168,-0.019612316561749,0.0056849544840924,-0.0278658824388483,-0.0144888700259889,-0.3063127552355843,0.1076450677675709,-0.1753949462036809,0.1765351085304068,-0.0259517672116981,-0.0478593657012373,-0.0222823088657719,0.2670603473395308,0.0786014970503981,-0.0959102205691297,-0.0547662147982435,0.047899528737118,-0.0858276154678868,-0.4599917760772375,-0.0968582341197719,-0.0781984147450311]"
11481,11481,r,38.971105,354.564709,-71.277083,0.652658,61274.367593,1.435742,44.35255,195.906533,45.64745,"[-0.1253881624386806,0.1160726990735043,-0.2831642665329247,-0.3997084848888539,-0.2587941949569556,-0.1726358428914168,-0.2481995141876913,-0.2831636939241464,0.160856727171708,0.064646115658929,-0.1746507774770392,-0.1435886611758649,0.4488718075513265,0.0634470041040967,0.1885730504887314,0.0054359753196192,-0.0127771013987392,0.1129304573305904,-0.1940685137371276,-0.1458199262532508,0.180526527296922,0.4269012377918689,-0.1309698270321088,0.1768554585447871,0.2470459167822506,0.0577081434575689,0.125806873730763,0.0665281744483409,0.0858712392143006,-0.1310107666529906,0.1414520957470023,0.1757391485770297,0.3239550931644048,0.0253660595258644,-0.0260008165605701,0.0449314878691778,0.1699860949346157,-0.0027499656192109,-0.048503589285106,0.1241884403161174,0.0790394025761521,-0.2525602943739451,0.0177893637335909,-0.0165954981324887,-0.1517276231552875,-0.0529868935975114,-0.1104560827649896,-0.196333564299896,-0.1067722968486855,-0.0513726279261935]"
11482,11482,y,-27.770096,175.778718,-39.401374,0.902119,62961.200049,1.050685,72.319229,233.183208,17.680771,"[-0.0156985670584337,0.0839409778941777,0.0558206914730065,0.0741928289207589,-0.0399724540379001,-0.046652191621941,0.0827015704828785,-0.055568127112831,0.0089555433891919,0.024056716448086,0.0066664143420933,-0.0211251525702879,0.3687639347087285,-0.0316840926816748,0.1251649374803131,0.1857981006818584,-0.0469899736013873,-0.0075196604056684,0.0611106748408367,0.0450885463546729,0.080441390266775,-0.1439879153859828,-0.0259934827575569,-0.0664073195930001,-0.0613267595099127,-0.0254359526272639,0.1468559050172373,-0.0459179357735344,0.0395717633998572,-0.0775839705979509,0.0749652355808535,0.0022906099571402,0.019074213241432,-0.1196258276541736,-0.0941809283942771,0.0564412676972382,-0.1707519788589855,-0.0242987542959356,0.0949119743042162,0.0142678642558203,0.0318016600101382,0.0102909057048219,-0.0400401397007065,-0.0998643537383047,0.0097334768426179,-0.0081337299223357,-0.1132667063989806,-0.2568959030843782,-0.0749707413620485,-0.1049698717320939]"
11483,11483,r,-60.706206,82.356575,-5.711684,0.984631,64259.338298,1.099575,65.427642,357.467395,24.572358,"[-0.082906628350489,-0.1694962557622988,0.1164072250408777,0.0500826001189118,0.2157335992675805,0.0987940261657138,-0.1935198349836038,0.1979065646409271,-0.1336928046789432,-0.2641219159795803,-0.052376327822693,0.0576107510422155,0.1941559014349153,0.0038060525098118,-0.044617229072746,0.075807594493312,0.0188208173728734,-0.2567887459865006,0.1829144744358002,-0.0022477590188888,-0.2732875023812358,-0.18318128466725,0.2812761190262031,-0.2335789186555885,-0.2543925220784912,-0.2415088712828849,0.0355582056672953,0.1129369013345168,0.0025193978031607,-0.1561271012525158,0.0885917780043129,0.0645739301178499,-0.133864531129136,0.0803377660338313,-0.0891866136559214,0.1185397109758183,-0.0380147828662444,0.2342443594721431,-0.0141969451333698,-0.0633759856872074,-0.0099268665767042,0.4296050108947357,0.1877469382752034,-0.0956068466370249,-0.0596473472577075,0.0799555209680081,0.0425712075357236,-0.1780642187913526,-0.0148069592793722,-0.0580721371362199]"
