SEQID,PERTID,BAND,RTP,RA,DEC,SEEING,MJD,AIRMASS,ALTITUDE,AZIMUTH,ZENITH,DOF
3574,3574,y,25.989973,142.226617,14.876534,1.04547,64376.220416,1.471657,43.09904,341.450677,46.90096,"[-0.0756695621183441,0.0159620418420423,-0.0513663581676801,0.0642965125482883,0.0977503862022889,0.1054090048015251,-0.1313108545839212,0.1429558351811888,-0.1308235223514604,-0.1139612558352941,0.0286252803969105,0.0997868805815836,0.062090695421972,-0.0568296961885496,0.0271841389926019,-0.11157934331412,0.0127588598321369,0.028958362721856,0.0082210155713369,0.1314349453784001,-0.0712670502111511,0.0117456734668273,0.0882741274849619,-0.0772212473699581,-0.0367819606864595,0.0784143450306978,-0.0516333048537835,-0.0148672437735949,0.0126317563643126,0.01730543999055,-0.1552377594132276,0.0032187266695723,-0.0678997921075025,0.0625978545975079,-0.0326857885507934,-0.0868065165416918,-0.1275609405031448,-0.0128663320165089,-0.1212092045516235,-0.0119442924338076,-0.0174241685730024,0.1102968101831609,0.090911715853224,0.0648272772379542,0.0644239402456581,0.0444709422396467,0.0015679918979126,0.0253297382365009,-0.0429997735788455,-0.0413134509222483]"
3575,3575,r,-73.246854,192.679707,-46.269712,0.717725,62151.297253,1.231849,53.984815,128.620244,36.015185,"[0.0067738175868122,-0.0083746875261308,0.0552661643545753,-0.0516722922249601,0.0188464169683094,-0.0407987266468995,-0.036370612727769,0.0206585323643115,-0.0587070244422668,-0.0173575543582249,-0.0905477166797702,0.0412064999953636,0.1427167810982279,-0.0091068790642418,0.0454265003364168,-0.0294920331964485,0.0531817488008257,-0.0280744181821714,0.0822312150033663,0.0364567468336608,0.0368821301860539,-0.0535620025483337,-0.0026521245019487,-0.004228317839222,0.0298117232142731,0.097238248432298,-0.0367909390236566,-0.0231698006065568,0.008290145601491,0.0493671445105047,-0.0061041890101195,-0.0874460504453161,0.0190064176151563,-0.0503214578405136,-0.1011203995326599,-0.0144241115149142,-0.0405277317989728,0.008567320447296,0.0708395800471038,0.0336661363287122,-0.0035313343897845,0.0247036978803301,0.0268527442304805,0.0327743539532239,0.0304861374771675,0.0214265203300059,-0.0203990738260838,-0.0667576141333258,-0.0248634431224904,-0.0234966490980155]"
3576,3576,r,54.663895,322.826558,-53.436285,0.753731,61315.057706,1.088299,66.858628,176.215596,23.141372,"[-0.1551355543141794,-0.0546349295190913,0.0629125783993699,-0.2678038966912348,-0.0362786116012753,-0.2471920394121203,0.1641577746871834,0.1299050586213576,-0.1666406092678985,-0.2143264339216237,0.324450034813346,-0.0318202701570297,-0.2022120874719653,-0.0170000720814553,-0.1400802006491245,-0.2231697014325563,0.0293997859675676,0.0606552968220003,-0.1612908042245803,0.2663931698162607,-0.0711330787472212,0.0240470942955674,-0.0914075572300498,0.0513742473933813,-0.0510699920009966,-0.0264893874493131,0.0174441758124902,-0.0432990187792756,-0.0229651702764147,-0.1051129887859248,-0.3801595477520172,-0.0483749614838967,-0.1464357862258064,0.1347097975769949,-0.2104992202474325,-0.2629444480566695,-0.4140259753076488,0.0064764612863521,-0.0222273208157425,-0.1207768594196398,-0.0840125565340234,-0.0794862940441697,-0.1193490779063075,0.0008089132697918,0.075203272464864,-0.0062573577425734,0.0446798415151596,-0.1547884986411188,-0.1064182276908038,-0.0847823198558374]"
3577,3577,g,20.642664,93.404164,-11.707415,0.716875,63221.217632,1.056743,71.213149,349.608261,18.786851,"[-0.0178438296409847,-0.0198731400905151,0.0035946303508873,-0.0275620304190736,-0.0389060134639298,-0.0113459472118249,-0.0315182312006667,-0.0197224790397916,-0.0333929139785651,-0.0155568552494711,-0.0216347827721483,0.0877322959966517,0.1227688661659669,-0.0570727944122054,-0.0179261166512213,-0.1112125042526908,-0.1456895683304674,-0.020656090580616,0.0262690172263345,0.0161657781866865,0.0417397807060841,0.0441377144520614,0.0109036713627888,0.0261301073544171,0.0615304207749494,0.0360447032514037,0.0366109562179102,-0.1389454669680305,0.0022213257081511,-0.0001242762144492,0.0077771363883746,-0.0448466831567337,-0.0073697855370721,-0.0660640893503988,-0.0791766462391738,0.0567343239928118,-0.063465042401877,0.0109366741058726,0.0231252454713508,-0.019945955823118,-0.0025458758262047,-0.0242977975914182,0.0101852803830391,0.0175225239249747,0.1159866488181207,0.0304408350919435,0.0175413420687897,0.0051211516651985,-0.0459943689701678,-0.1453382640504163]"
3578,3578,i,-19.574397,31.801924,-2.991662,0.708734,62068.138775,1.191566,56.762077,38.335171,33.237923,"[0.129361881064689,-0.1572012240516054,-0.1298340953661018,0.0876272894138286,0.183728895797888,0.1536670351491306,-0.1539199956401677,0.0007074583739336,-0.1181819418455121,-0.0832727230013808,-0.0366223781682899,-0.1255620865074066,0.181786629160677,-0.0110175138801957,-0.0901622918122422,0.0578799807827454,-0.0862686094531152,-0.1464553504027157,0.0876960497731772,-0.222591228883963,-0.2809658774716542,-0.0699793061697809,0.147722091431707,-0.1291747445822921,-0.1125998637411693,0.0161319738451734,-0.0041563857204828,0.1630730383131083,0.0894423022017614,-0.0458923873595003,-0.2026197158726073,0.3233133987791744,0.0277834323389021,0.0792473796456387,0.1145540172560446,0.2183939644092618,0.2945474550600661,0.2533646564515456,-0.1130358657767019,-0.2549325787239226,0.3152524227420774,0.2294309248034583,0.128291507196348,-0.0510684428241075,-0.1173690262273341,0.0467034974267649,-0.1646358607408213,0.0164081772122499,0.0309745047695247,-0.098857558238214]"
3579,3579,z,-73.434989,58.717964,-49.628476,0.800874,63526.168103,1.224266,54.965491,134.61594,35.034509,"[-0.0464568398614842,0.1676630318424336,0.0126769470941263,0.0109049740786951,0.2117629401868938,-0.2832092131154332,0.0537058852755573,0.1957719307793008,0.0861612254892734,0.0292336857587805,0.231131163989206,0.5472622552422997,0.1186667329894975,-0.6358045805605284,-0.3952117204960793,0.0172511542153015,-0.3055481452246594,-0.1497345716881787,-0.1362795365348934,0.3460650488169591,0.6868811653418039,-0.1472630315746902,0.2772433174363357,-0.1290101013871063,-0.2711733090998469,0.0089638605774808,-0.0489134865506673,-0.1730491985250487,-0.0694478219785433,0.069510136998341,0.3287994947528478,-0.3015050476239857,0.0365660896442012,-0.5084150275336123,-0.5631788288164035,0.3740282079857397,-0.2527460696932737,-0.3173455426095337,0.2788917371586634,-0.2449371272080356,0.2204546538728791,0.144127875725874,0.3215529384710525,-0.1294079728804919,0.4216096963532871,0.0560301883225882,0.1381765006385403,-0.1796215181422234,-0.0377598711735426,-0.2569179567273579]"
3580,3580,i,-48.735559,348.456283,-4.278247,0.853861,63423.417737,1.180811,57.951365,320.822086,32.048635,"[-0.1670458734314527,-0.0990636015082724,-0.0048694826088987,-0.1824747577772531,-0.1001677962727164,-0.2305599584789314,0.0518850798577487,0.0710564776274971,-0.2245247920049009,-0.1520844642840104,0.226536138454957,-0.0903795539691443,-0.2340583379205581,0.0341510362924989,-0.0894652802150711,-0.2357984528039802,-0.0170096680514581,-0.101947937291704,-0.172792414598295,0.3066441256223275,-0.1990212311976393,0.2049069833078903,-0.1459903165296316,-0.1462021131547943,-0.0985918287718619,-0.1098993468788937,0.083614008508612,0.0286982208167993,0.0249153540079165,-0.0979496016200647,-0.3329489081793079,-0.1303113664285503,-0.0883417361456011,-0.0973971920141461,-0.2921457590969418,-0.2622946214561728,-0.2126302376605401,-0.0557775292742375,0.1598969440295628,-0.0217007566696748,-0.1579147785424864,0.1119612290085469,-0.1633995758333268,-0.0575819537579551,0.0148184561669322,-0.008773531901415,-0.0833832159872327,-0.0565515323644895,-0.027969354536782,-0.1816875517750402]"
3581,3581,z,-5.92712,146.536459,-36.396798,0.889293,62885.371087,1.149924,60.660951,248.325181,29.339049,"[0.0115183895454472,-0.0120008120542546,0.0002529512172382,0.0056055182932234,0.0148214579586906,-0.0024678557652477,0.0022814780350455,0.0147271141788431,0.0378195674315534,0.0095082391338184,-0.0769066768382848,0.0087704120971909,-0.069331845059962,0.0270737457772431,0.0661781821655705,0.0471556971442048,0.0216653421818238,0.053040189766173,0.002207501817731,0.0866137907183955,-0.0264109364989245,-0.0039736416257626,-0.0249938071312145,-0.040575774366424,0.2079323622643121,-0.0937433514104645,0.1073324426984258,-0.0109725536794868,0.0139111260331673,0.024607934028188,-0.0271995649088237,-0.0174476234379314,-0.0066424165932697,0.0613193215596326,0.0493835931795576,-0.0808944655135079,0.0336162009540121,0.0375395290973241,-0.0569040887789157,0.0750803557107405,0.0283311496412535,0.0145902638832096,-0.0196227270662698,-0.076356121848956,-0.0174408927492764,0.026736647502237,-0.0074010775258316,0.1849520094261825,0.0354460318862929,-0.0990456928884143]"
3582,3582,z,21.442111,234.782354,1.790299,0.77516,61234.015433,1.194914,56.822538,17.371007,33.177462,"[0.0521064850737399,0.045769694078383,-0.0134109796645753,-0.0789220017842242,-0.0015340486673049,-0.0272842574340764,-0.0056842076003022,-0.0821326108888032,0.0500451667092505,0.1794285946310397,0.0227658265465071,0.1819034161541022,0.5239766274551763,-0.1745972585488161,0.0526088321335999,-0.1016153270575415,0.0179457437422628,0.0486563622855293,-0.1054673978448964,0.0260850742378192,0.2627820739882628,0.1078439777009905,-0.1562735948902387,0.1495933984450093,0.11673460174751,0.163816988082193,0.0308050539163855,-0.0366211600474869,0.071397345857837,0.0982550796210425,-0.0666742802798776,-0.1226541460930613,-0.0312594110822458,0.02097250912092,-0.678864828981116,-0.122029703235067,-0.2922828129852931,-0.2802931804815897,0.2295265468753639,0.0760241773686949,-0.0200215784368238,-0.2850070036868614,-0.0677895648506499,0.0961558860618295,-0.0262011115922622,-0.0275495325917141,-0.1262218813174562,-0.1853860743269534,0.0871894157705774,-0.0592043111154761]"
3583,3583,i,-38.891342,227.992161,-31.357654,0.741064,63310.275395,1.058359,70.485745,99.452995,19.514255,"[-0.0021418011917728,-0.0088996257723289,-0.0253652218807272,-0.0507233332715349,0.0382805723117043,-0.027119995913404,-0.0131133290786921,0.0095713244277785,-0.0432928598853487,-0.0025964050955931,0.0115338423151279,0.0412140612121104,0.1149566244308907,-0.0065384442046645,0.0207129423358059,-0.0320438624608361,0.0682985261365522,-0.0198851958251378,0.0426768020960745,0.020306464782462,-0.0105411382649431,-0.0052493942830776,0.0259464212793313,0.032243949666412,0.0172337663221046,-0.0153221594253774,-0.0087257373323839,0.0280666926965561,0.0349328942083928,0.0236924282611149,0.0020920465794779,-0.0107256432391769,-0.0021358038486688,-0.0612553418694246,-0.1494751448247651,-0.1045914692361359,-0.0898768096969553,-0.0138753301188159,-0.0257082848762802,0.068569277712621,-0.0214685879816202,0.0081516748280116,0.0153597314220392,0.0091605507293832,-0.024483359068758,0.0212062480958783,-0.0105150891743376,-0.0638029948537994,0.0313427394350521,-0.0364101057709591]"
3584,3584,i,4.892908,95.072982,-20.756936,0.353699,61332.233319,1.53422,40.462719,92.419516,49.537281,"[0.3235020185830919,0.2040107388811887,0.4033593618352816,-0.3103363025401002,-0.181116594557113,0.2410353224021643,-0.0788431624479586,0.1484282290117838,-0.2322030436288066,-0.267755104368662,0.3032606238626216,0.1095339468823995,0.0518912448003289,0.082459975305586,0.1667320114113772,-0.0693276691071757,-0.0625790255085351,-0.1679828416629396,0.3054984370035908,-0.0325660568570047,-0.0097743266931252,0.5543813181917344,0.1693350756494741,-0.168426665746837,-0.0819646190874566,0.1283574188132115,-0.2021273021411666,-0.1544149472450245,0.0918925669395688,0.3137573933696288,-0.1432716751190972,-0.1749711068205805,0.3036850883851133,-0.2823924058198961,-0.1246787833824171,-0.0675426355982704,-0.1174503320203183,0.3699305586655491,-0.084849841102349,0.0283161916751199,0.1505312250726225,0.2533479294097517,0.1959028033766351,0.1695697014772101,0.1639007621347143,0.0478748961800856,-0.1391325936604887,-0.1518490620070073,0.1562485305758017,-0.0450202483230611]"
3585,3585,r,-46.820151,275.854404,-33.033563,0.889293,62683.101476,1.116037,63.237089,104.153463,26.762911,"[-0.1197708446496869,-0.1438658845544734,-0.029666394747603,-0.1483858271110687,-0.1996045163926554,-0.0637806071497784,-0.0460296431801035,0.015049938096284,-0.1413017267400252,-0.1210454375989762,0.1523746676699848,0.3044954587485384,-0.1545034948340269,0.1200768405016791,-0.1148117985207564,-0.0334456271816018,-0.0970826251184858,0.1763748202854472,-0.0161341925526587,0.100706215201851,-0.0813492837042298,0.0943806931855279,-0.1087654506493784,-0.1050939002161091,-0.2438209654657821,0.0388824443272386,-0.0466395655151351,-0.098568118190721,0.0032765997758284,-0.0683308049793839,-0.1827380154448427,-0.0990284683585172,-0.2432303219387712,-0.1212865172982896,-0.272296597942756,0.040761944845339,-0.2557563811942913,0.0964776475792468,-0.2158985366031,0.0876043701186686,0.0124056507587043,0.1139237938983546,-0.1702340023154538,0.0523926528922402,0.0893641361056057,0.0089879419502456,-0.0036046628217743,-0.1119287316257515,-0.0613981837907378,-0.0831707571138499]"
3586,3586,i,-43.69742,58.165425,-19.278655,0.549625,62463.107788,1.126367,62.297591,73.031399,27.702409,"[0.0060208730550436,0.0056283698069205,0.0449783933274835,-0.0197418831372275,0.073886140600083,-0.0005623249952011,-0.0469801137889417,-0.023557595007031,-0.029899155309542,-0.0514315873218636,0.0365365354002608,-0.0712926786689056,0.064762003757089,-0.0473469679960093,0.0476082187233067,-0.1000136775715388,0.0061148755504786,-0.0279269423357931,0.0813464020943287,0.0181277465331685,-0.0145001942499456,-0.0425661127140271,0.0199878820509031,0.0033313308122463,-0.0313053447084696,0.0390328258401115,-0.0299028135769556,0.0334376538248217,0.0129766513413789,-0.0214665850965569,0.0295012534648713,-0.0192475648453908,0.0010101489664023,-0.0874178344510593,-0.164712355785856,-0.0120397232538163,0.0325050709274393,0.0596879130612363,-0.0164742074677827,0.0115711870124741,-0.0190887333517362,0.0242282569744554,-0.0043327134963287,0.0563887823856926,0.0151617855325478,0.0188226653871514,0.0109512368390043,0.0143877193569812,0.0035731907197851,-0.0291663721606789]"
3587,3587,r,-67.009783,244.764789,-11.480312,0.538823,62739.030472,1.19725,57.00078,298.167356,32.99922,"[-0.050389000371928,-0.0095431840794528,-0.0129360673451962,-0.0636739663697736,0.0428653448655868,-0.0481426242400924,-0.0030518193681269,0.0016198734479234,-0.008481000018771,0.0145968192565016,0.0291335628354514,-0.1141332646423724,0.0005771103948243,0.0291061502305862,0.0238481606044927,0.0056491866770875,0.0081652668824406,0.0427163994909833,0.0482584896578734,0.0485681389397768,-0.0204136694250272,0.0133137666600195,-0.0366849591527049,0.0186700307795113,0.0414473832539347,-0.0288474819317067,-0.1187141627609498,0.1129357936723263,0.000301537144011,0.0382119449194009,-0.1067218428829869,-0.0270534663752338,-0.0363630652299455,0.0323886205220567,-0.0810979555509479,-0.0535206405324783,-0.0242166376714761,-0.0080833333316149,0.0504351417720915,0.0992744021472913,-0.0615031362450701,0.0096231120557955,-0.0060856338924044,0.0978838951891108,-0.101746194084575,-0.0068546602071624,0.012584785533544,0.0633000830824727,0.0064824840041262,0.0291831321753042]"
3588,3588,r,16.54461,314.652732,-11.939932,0.98918,63151.057745,1.089951,66.698337,318.981419,23.301663,"[0.0460092120841672,-0.1915654464994968,-0.1619243909280329,-0.0463124399660098,0.1135603820878882,0.0047331882021509,-0.0709762187625305,-0.1838456044651275,0.1354354634979128,0.0293859938194238,0.0126653574091685,-0.5951001049787946,0.0865720595079141,0.003041007184734,0.138504235519545,0.1958946931333213,0.0747747989594884,0.1327100339590488,0.0158135240727594,-0.1455764616104669,-0.0211191980606096,-0.3300013586425416,0.0451847742392101,-0.0239588869364002,0.0946664066675804,-0.2302049259643411,0.1226542949960148,0.0259123790902489,-0.0540196130464702,0.0214341556293227,-0.0905870192132577,0.1427902393419857,0.0407246437367847,-0.0558504365521103,0.3298550222995708,0.2835166715326271,0.1575219029640729,0.0791889471686393,-0.1464406911495206,-0.016892341117504,0.0704841284367243,0.0119935216357371,-0.0661150948831416,-0.1179759794183931,-0.0829639677310367,0.0313749813497198,0.1344232050361336,0.1144003109746103,0.0107440285261017,-0.1099257471876574]"
3589,3589,i,12.521473,203.806371,9.262511,0.310822,62227.328805,1.592875,39.23517,315.43358,50.76483,"[-0.1483160835005004,0.0034838631495391,0.0034887423458557,-0.2481925117495312,-0.1049968946757365,-0.1730032580448391,0.1111083724587475,0.0563194703740743,-0.1808040921735901,-0.0932427385847364,0.2536314395646886,0.2504627893448385,0.1296136949448818,-0.065005910396566,-0.09379280378069,-0.3074706076195564,0.1110399004072712,0.0121360166527802,-0.0734393489492777,0.0912978013467627,-0.0392466614134969,-0.0378623217282566,-0.0420464844170628,-0.0019769963455792,-0.1904560364761529,0.1798194478280753,0.1248779802637058,-0.0635456585601149,0.0196048809172082,-0.1880689201070621,-0.2496299034989477,0.0008406942803268,-0.1394172538825149,-0.0178657972643452,-0.6491079830805896,-0.0745043290812147,-0.2147829765881713,-0.0843019508770604,0.0458034621038789,-0.0006819611772676,-0.1180771451639919,-0.0288610883665245,-0.045507640919678,-0.058187242978311,0.0735616295980243,0.0414428803927659,-0.0448490856236689,-0.0434022395576546,-0.0621450057839437,-0.2064495702806244]"
